"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","105",""
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","105",""
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","105",""
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","105",""
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","95",""
"El Salvador","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","95",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","7.3",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","7.3",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","7.3",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","7",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","7","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","9","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","9","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","8","1"
"Ethiopia","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","8","1"
"Ethiopia, incl. Eritrea","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","12",""
"Ethiopia, incl. Eritrea","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","12",""
"Ethiopia, incl. Eritrea","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","12",""
"Ethiopia, incl. Eritrea","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","42","1"
"France","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","16",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","16",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","16",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","17",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","17",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","17",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","16",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","17",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","0",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","0",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","0",""
"France","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","0",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","36",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","32",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","33",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","29",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","29",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","26",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","12",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","8",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","8",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","8",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","3",""
"Germany","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","3",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","2",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","14.7",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","14.5",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","14.5",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","14.5",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","14.5",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","16",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","15",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","15",""
