country,population,total_prod,solar,wind,hydro,geothermal,nuclear,others,solar_nic,wind_nic,hydro_nic,geothermal_nic,nuclear_nic
Timor-Leste,1267.974,425.455,0.9359999999999999,0.0,1.5,0.0,0.0,423.019,0.604,0.0,0.325,0.0,0.0
Togo,7889.093000000001,575.0,3.0,0.0,196.2,0.0,0.0,375.8,3.0,0.0,66.6,0.0,0.0
Tokelau,1.319,,,,,,,,,,,,
Tonga,103.197,65.7,4.147,0.022000000000000002,0.0,0.0,0.0,61.531000000000006,6.178,0.022000000000000002,0.0,0.0,0.0
Trinidad and Tobago,1389.8429999999998,8889.0,5.0,0.0,0.0,0.0,0.0,8884.0,2.57,0.0,0.0,0.0,0.0
Tunisia,11565.201000000001,20555.0,174.0,453.0,17.0,0.0,0.0,19911.0,146.0,240.0,62.0,0.0,0.0
Turkey,82340.088,290502.0,7800.0,19949.0,59938.0,7431.0,0.0,195384.0,5062.0,7006.0,28291.0,1283.0,0.0
Turkmenistan,5850.901,20831.0,0.0,0.0,0.0,0.0,0.0,20831.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,37.665,249.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,11.508,6.914,2.0482,0.0,0.0,0.0,0.0,4.8658,2.0,0.0,0.0,0.0,0.0
Uganda,42729.03599999999,4039.5,32.2,0.0,3601.9,0.0,0.0,405.4000000000001,42.4,0.0,744.0,0.0,0.0
Ukraine,44246.155999999995,147097.0,1107.0,1188.0,12007.0,0.0,84398.0,48397.0,1201.0,476.0,6243.0,0.0,13835.0
United Arab Emirates,9630.959,131271.0,1303.1,0.0,0.0,0.0,0.0,129967.9,585.0,0.0,0.0,0.0,0.0
United Kingdom,67141.68400000001,317467.0,12858.0,56904.0,7988.0,0.0,65064.0,174653.0,13119.0,21770.0,4779.0,0.0,9314.0
United Republic of Tanzania,56313.437999999995,,,,,,,,,,,,
United States Virgin Islands,104.68,,,,,,,,,,,,
United States of America,327096.265,,,,,,,,,,,,
Upper-middle-income countries,2622069.706,,,,,,,,,,,,
Uruguay,3449.285,14193.6,413.5,4732.2,6556.6,0.0,0.0,2491.300000000001,248.4,1510.7,1538.0,0.0,0.0
Uzbekistan,32476.244,61560.0,0.2,0.0,5897.319,0.0,0.0,55662.481,3.5,0.0,1914.9,0.0,0.0
Vanuatu,292.68,79.304,5.3,4.77,7.08,0.0,0.0,62.154,2.7,3.3,1.3,0.0,0.0
Venezuela (Bolivarian Republic of),28887.118,,,,,,,,,,,,
Viet Nam,95545.962,207055.0,23.0,317.0,84205.0,0.0,0.0,122510.0,106.0,243.0,18341.0,0.0,0.0
Wallis and Futuna Islands,11.661,,,,,,,,,,,,
Western Africa,381202.44,,,,,,,,,,,,
Western Asia,271031.766,,,,,,,,,,,,
Western Europe,194754.503,,,,,,,,,,,,
Western Sahara,567.4019999999999,,,,,,,,,,,,
World,7631091.04,,,,,,,,,,,,
Yemen,28498.682999999997,3139.0,458.0,0.0,0.0,0.0,0.0,2681.0,250.0,0.0,0.0,0.0,0.0
Zambia,17351.708,15782.81,0.93,0.0,12666.0,0.0,0.0,3115.879999999999,1.1,0.0,2398.25,0.0,0.0
Zimbabwe,14438.802,9243.0,0.0,0.0,5049.0,0.0,0.0,4194.0,0.0,0.0,1050.0,0.0,0.0
Total,71620884.08899999,25161939.70518756,565067.3478333333,1272282.6542200001,4305552.702549999,87933.264,2708655.2199999997,16222448.516584227,484783.26332000014,566720.2271999998,1291275.8945999995,13154.64,406276.4
Bolivia (Plur. State of),,9506.0,127.0,59.0,2613.0,0.0,0.0,6707.0,70.96,27.0,691.5,0.0,0.0
"Bonaire, St Eustatius, Saba",,125.0,5.0,43.0,0.0,0.0,0.0,77.0,2.1,11.5,0.0,0.0,0.0
Central African Rep.,,147.0,0.43,0.0,146.0,0.0,0.0,0.5699999999999932,0.3,0.0,25.0,0.0,0.0
Czechoslovakia (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dem. Rep. of the Congo,,10548.0,26.68,0.0,11064.0,0.0,0.0,-542.6800000000003,18.9,0.0,3005.0,0.0,0.0
"Ethiopia, incl. Eritrea",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faeroe Islands,,341.0,0.0,63.8,108.1,0.0,0.0,169.10000000000002,0.0,16.35,39.7,0.0,0.0
Falkland Is. (Malvinas),,17.65,0.0,5.4122,0.0,0.0,0.0,12.237799999999998,0.07,1.98,0.0,0.0,0.0
German Dem. R. (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Germany, Fed. R. (former)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guernsey,,53.8,0.0,0.0,0.0,0.0,0.0,53.8,0.11599999999999999,0.0,0.0,0.0,0.0
Iran (Islamic Rep. of),,296329.0,286.0,585.0,15051.0,0.0,7514.0,272893.0,286.0,282.0,11953.0,0.0,1020.0
Jersey,,42.94,0.0,0.0,0.0,0.0,0.0,42.94,,,,,
"Korea, Dem.Ppl's.Rep.",,13970.0,15.0,0.0,12800.0,0.0,0.0,1155.0,10.0,0.0,4790.0,0.0,0.0
"Korea, Republic of",,566845.0,9208.0,2465.0,7270.0,0.0,133505.0,414397.0,8099.0,1420.0,6490.0,0.0,21850.0
Kosovo,,5380.0,2.0,30.0,273.0,0.0,0.0,5075.0,6.6,33.75,80.4,0.0,0.0
Lao People's Dem. Rep.,,34049.9,11.5,0.0,21843.7,0.0,0.0,12194.7,6.7,0.0,5255.6,0.0,0.0
Neth. Antilles (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Other Asia,,263569.0,2739.0,1686.0,7839.0,0.0,27682.0,223623.0,2756.0,1016.0,4693.6,0.0,4508.0
Pacific Islands (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reunion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia and Montenegro,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Helena and Depend.,,11.934000000000001,1.6540000000000001,2.503,0.0,0.0,0.0,7.777000000000001,1.7,2.6,0.0,0.0,0.0
St. Kitts-Nevis,,227.0,3.0,8.0,0.0,0.0,0.0,216.0,2.0,2.0,0.0,0.0,0.0
St. Lucia,,386.94,5.0,0.0,0.0,0.0,0.0,381.94,3.0,0.0,0.0,0.0,0.0
St. Pierre-Miquelon,,49.508,0.0,0.0,0.0,0.0,0.0,49.508,0.0,0.0,0.0,0.0,0.0
St. Vincent-Grenadines,,146.19899999999998,1.964,0.0,23.77,0.0,0.0,120.46499999999999,2.124,0.0,5.64,0.0,0.0
Sudan (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USSR (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Rep. of Tanzania,,7230.0,88.0,0.0,2234.0,0.0,0.0,4908.0,25.4,0.0,561.8,0.0,0.0
United States,,4236928.0,85184.0,275834.0,317004.0,18773.0,841329.0,2698804.0,51570.0,94516.0,102801.0,2444.0,99433.0
United States Virgin Is.,,564.85,21.24,0.0,0.0,0.0,0.0,543.61,19.99,0.0,0.0,0.0,0.0
Venezuela (Bolivar. Rep.),,98764.0,6.0,71.0,58150.0,0.0,0.0,40537.0,3.01,50.2,15136.81,0.0,0.0
Wallis and Futuna Is.,,17.868,0.16,0.0,0.34,0.0,0.0,17.368,0.179,0.0,0.2,0.0,0.0
Yemen Arab Rep. (former),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
"Yemen, Dem. (former)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
"Yugoslavia, SFR (former)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
