"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","225",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","183",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","140",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","140",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","35",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","30",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","20",""
"Egypt","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","0",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","1",""
"Eritrea","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","1",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","310",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","312",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","310",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","300",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","275",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","248",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","266",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","180",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","108",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","104",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","77",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","50",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","31",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","31",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","7",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","3",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","1",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","0",""
"Estonia","Electricity - total net installed capacity of electric power plants, wind","1992","Kilowatts,  thousand","0",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","324",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","324",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","324",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","324",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","171",""
"Ethiopia","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","171",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2019","Kilowatts,  thousand","16.35","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","16.35",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","16.35",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","20","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","20",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","16.2","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","11","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","6.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","4.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","3.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","1.5","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","1","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","1","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","1","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","1",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","1",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","1",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","1",""
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","1","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","1","1"
"Faeroe Islands","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","1","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2019","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","1.98",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","2.32",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","2.32",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","2.32",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","2.32",""
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","2","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","0.4","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","0.4","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","0.38","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","0.35","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","0.35","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","0.35","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","0.3","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","0.3","1"
"Falkland Is. (Malvinas)","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","0.3","1"
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2019","Kilowatts,  thousand","21","1"
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","21","1"
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","21","1"
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","21",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","10.2",""
"Fiji","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","10","1"
"Finland","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","2041",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","2044",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","1565",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","1005",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","627",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","447",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","257",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","199",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","197",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","147",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","143",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","110",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","86",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","82",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","82",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","52",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","43",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","39",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","38",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","38",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","17",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","12",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","7",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","6",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","5",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","5",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1992","Kilowatts,  thousand","1",""
"Finland","Electricity - total net installed capacity of electric power plants, wind","1991","Kilowatts,  thousand","1",""
"France","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","14900",""
"France","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","13499",""
"France","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","11567",""
"France","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","10298",""
"France","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","9201",""
"France","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","8156",""
"France","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","7608",""
"France","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","6758",""
"France","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","5912",""
"France","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","4582",""
"France","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","3403",""
"France","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","2223",""
"France","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","1412",""
"France","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","690",""
"France","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","358",""
"France","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","218",""
"France","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","138",""
"France","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","66",""
"France","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","38",""
"France","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","18",""
"France","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","15",""
"France","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","7",""
"France","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","6",""
"France","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","3",""
"France","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","3",""
"France","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","3",""
"France","Electricity - total net installed capacity of electric power plants, wind","1992","Kilowatts,  thousand","1",""
"France","Electricity - total net installed capacity of electric power plants, wind","1991","Kilowatts,  thousand","1",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","0.1","1"
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","0.368",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","0.368",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","0.158",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","0.12",""
"French Polynesia","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","0.12",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2019","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","1.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","1.1",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","1.1",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","0.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","0.2",""
"Gambia","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","0.2",""
"Georgia","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","20",""
"Georgia","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","20",""
"Georgia","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","20",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","58843",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","55580",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","49435",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","44580",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","38614",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","33477",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","30979",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","28712",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","26903",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","25732",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","22794",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","22116",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","20474",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","18248",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","16419",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","14381",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","12001",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","8754",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","6095",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","4138",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","2672",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","1966",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","1564",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","1137",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","643",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","334",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1992","Kilowatts,  thousand","183",""
"Germany","Electricity - total net installed capacity of electric power plants, wind","1991","Kilowatts,  thousand","110",""
"Germany, Fed. R. (former)","Electricity - total net installed capacity of electric power plants, wind","1990","Kilowatts,  thousand","2",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2018","Kilowatts,  thousand","2877",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2017","Kilowatts,  thousand","2624",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","2370",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","2091",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","1978",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","1809",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","1753",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","1640",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","1298",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","1171",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","1022",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","846",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","749",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","491",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","470",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","371",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","287",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","270",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","226",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","109",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","38",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","27",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","27",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1995","Kilowatts,  thousand","27",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1994","Kilowatts,  thousand","27",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1993","Kilowatts,  thousand","27",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1992","Kilowatts,  thousand","16",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1991","Kilowatts,  thousand","1",""
"Greece","Electricity - total net installed capacity of electric power plants, wind","1990","Kilowatts,  thousand","1",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2016","Kilowatts,  thousand","29.9",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2015","Kilowatts,  thousand","27.4",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2014","Kilowatts,  thousand","27.4",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2013","Kilowatts,  thousand","27.4",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2012","Kilowatts,  thousand","27.4",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2011","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2006","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2005","Kilowatts,  thousand","20",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2004","Kilowatts,  thousand","20","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2003","Kilowatts,  thousand","20","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2002","Kilowatts,  thousand","20","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2001","Kilowatts,  thousand","15","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2000","Kilowatts,  thousand","8","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","1999","Kilowatts,  thousand","4","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","1998","Kilowatts,  thousand","2","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","1997","Kilowatts,  thousand","1","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","1996","Kilowatts,  thousand","1","1"
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2010","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2009","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2008","Kilowatts,  thousand","21",""
"Guadeloupe","Electricity - total net installed capacity of electric power plants, wind","2007","Kilowatts,  thousand","21",""
